latitude,longitude,location_area,number_of_rooms,area,rent,floor,has_elevator,has_fireplace,has_outside,sold_price,adress
59.31926484,18.06026137,Södermalm,2,49,"3,583",3,yes,,yes,5625000,Brännkyrkagatan 46
59.31921287,18.05983988,Södermalm,2,49,"2,944",2,no,no,no,5500000,Brännkyrkagatan 48
59.31911396,18.0599349,Södermalm,2,51,"2,572",1,yes,no,no,5850000,Brännkyrkagatan 49
59.31911396,18.0599349,Södermalm,2.5,53.3,"2,667",3,no,no,no,5850000,Brännkyrkagatan 49
59.31905705,18.05858598,Södermalm,1,36,"2,170",2,yes,no,yes,3800000,Brännkyrkagatan 52
59.31905705,18.05858598,Södermalm,1,36,"2,246",3,yes,,yes,3500000,Brännkyrkagatan 52
59.31898552,18.05801154,Södermalm,2,70,"3,938",1,yes,yes,yes,7650000,Brännkyrkagatan 54B
59.31895723,18.05866484,Södermalm,3,68,"5,537",2,yes,no,yes,6700000,Brännkyrkagatan 55
59.31891549,18.05832537,Södermalm,3,75,"5,972",2,yes,no,yes,7100000,Brännkyrkagatan 57
59.31891549,18.05832537,Södermalm,2,44,"3,507",6,yes,yes,yes,6050000,Brännkyrkagatan 57
59.31870757,18.05520381,Södermalm,2.5,65,"2,356",2,no,,yes,5900000,Brännkyrkagatan 66
59.31870757,18.05520381,Södermalm,3,65,"2,386",2,no,,yes,5900000,Brännkyrkagatan 66
59.31870757,18.05520381,Södermalm,3,77,"2,719",2,yes,,yes,6400000,Brännkyrkagatan 66
59.31870757,18.05520381,Södermalm,3,77,"3,049",5,yes,no,yes,8190000,Brännkyrkagatan 66
59.31840242,18.05418756,Södermalm,3,71,"2,961",1,yes,no,yes,8150000,Brännkyrkagatan 73
59.31840242,18.05418756,Södermalm,3,70,"3,219",2.5,yes,no,yes,8500000,Brännkyrkagatan 73
59.31827519,18.05344888,Södermalm,1,36,"1,058",0,yes,no,no,3000000,Brännkyrkagatan 77A
59.31824987,18.05326107,Södermalm,3,80.5,"2,254",6,yes,no,yes,8510000,Brännkyrkagatan 77B
59.31825589,18.0529771,Södermalm,2,47,768,1,yes,no,no,4950000,Brännkyrkagatan 79
59.31825589,18.0529771,Södermalm,1.5,40,689,5,yes,no,yes,4725000,Brännkyrkagatan 79
59.31825589,18.0529771,Södermalm,2,47,768,5,yes,no,no,4835000,Brännkyrkagatan 79
59.31828096,18.05166773,Södermalm,3,69,"2,948",6,yes,no,yes,7200000,Brännkyrkagatan 80
59.31820902,18.05259005,Södermalm,1,27,"1,306",0,yes,no,no,2770000,Brännkyrkagatan 81
59.31820902,18.05259005,Södermalm,1,43,"2,141",1,yes,,,3700000,Brännkyrkagatan 81
59.31820902,18.05259005,Södermalm,2,40,"1,998",4,yes,no,yes,4620000,Brännkyrkagatan 81
59.31820902,18.05259005,Södermalm,2,60,"2,894",4,yes,,yes,6600000,Brännkyrkagatan 81
59.31820902,18.05259005,Södermalm,2,60,,,no,,,6200000,Brännkyrkagatan 81
59.31817569,18.05231487,Södermalm,2,36,"2,122",3,yes,no,no,3195000,Brännkyrkagatan 83
59.31809048,18.05163036,Södermalm,3,79,"3,871",2,yes,,yes,6325000,Brännkyrkagatan 87
59.31809048,18.05163036,Södermalm,3,79,"3,686",2,yes,,yes,6500000,Brännkyrkagatan 87
59.31809048,18.05163036,Södermalm,3,79,"3,795",2,yes,,yes,6675000,Brännkyrkagatan 87
59.31809048,18.05163036,Södermalm,3,76,"3,978",5,yes,no,yes,6725000,Brännkyrkagatan 87
59.31809048,18.05163036,Södermalm,3,79,"3,956",5,yes,no,yes,6600000,Brännkyrkagatan 87
59.31788257,18.04855175,Södermalm,3,88,"4,751",2,yes,no,yes,10100000,Brännkyrkagatan 90
59.31800022,18.05087119,Södermalm,3,69,"3,455",6,yes,no,yes,7000000,Brännkyrkagatan 91
59.31784942,18.04828642,Södermalm,1,33,"2,618",1,yes,,,3250000,Brännkyrkagatan 92
59.31784942,18.04828642,Södermalm,1,34,"2,617",3,yes,no,no,3400000,Brännkyrkagatan 92
59.31784942,18.04828642,Södermalm,1,28,"2,063",3.5,yes,,yes,3175000,Brännkyrkagatan 92
59.31784942,18.04828642,Södermalm,1,29,"2,221",3.5,yes,no,no,3100000,Brännkyrkagatan 92
59.31784942,18.04828642,Södermalm,1.5,30,"2,221",4.5,yes,no,,3570000,Brännkyrkagatan 92
59.31809925,18.04816342,Södermalm,1,25,"1,983",2,no,no,no,2750000,Brännkyrkagatan 92A
59.31809925,18.04816342,Södermalm,1,30,"2,380",3,no,,,3100000,Brännkyrkagatan 92A
59.31809925,18.04816342,Södermalm,1.5,34,"2,539",5,no,,,3700000,Brännkyrkagatan 92A
59.31783372,18.04963072,Södermalm,2,39,"1,850",4,yes,yes,,4400000,Brännkyrkagatan 93
59.31783372,18.04963072,Södermalm,1,38,,5,no,,,4150000,Brännkyrkagatan 93
59.31783372,18.04963072,Södermalm,1,39,,,no,,,4250000,Brännkyrkagatan 93
59.31959712,18.0627693,Södermalm,3,83,"3,368",3,,,,10300000,Brännkyrkogatan 30
59.34671499,18.09439585,Gärdet,1.5,37,"4,408",1,yes,yes,yes,3900000,Brantingsgatan 17
59.34671499,18.09439585,Gärdet,2,37,"5,480",4,yes,yes,yes,3750000,Brantingsgatan 17
59.34644943,18.09417658,Gärdet,2,44,"3,391",1,yes,no,yes,4850000,Brantingsgatan 18
59.34644943,18.09417658,Gärdet,3,60,"3,938",1,yes,,,5900000,Brantingsgatan 18
59.34644943,18.09417658,Gärdet,2,44,"3,391",2,yes,no,yes,5150000,Brantingsgatan 18
59.34644943,18.09417658,Gärdet,3,61,"4,547",2,yes,no,no,6500000,Brantingsgatan 18
59.34648768,18.09480778,Gärdet,2,38,"2,751",2,yes,no,yes,4100000,Brantingsgatan 19
59.34648768,18.09480778,Gärdet,2,40,"2,896",2,yes,no,yes,4000000,Brantingsgatan 19
59.34648768,18.09480778,Gärdet,1.5,38,"2,751",3,yes,no,yes,4240000,Brantingsgatan 19
59.34648768,18.09480778,Gärdet,1,40,"2,896",3,yes,no,yes,3400000,Brantingsgatan 19
59.34648768,18.09480778,Gärdet,2.5,73,"5,285",3,yes,yes,yes,7800000,Brantingsgatan 19
59.34648768,18.09480778,Gärdet,2.5,73,"5,285",3,yes,yes,yes,8495000,Brantingsgatan 19
59.34648768,18.09480778,Gärdet,2,40,"2,896",4,yes,no,yes,3900000,Brantingsgatan 19
59.34648768,18.09480778,Gärdet,2,39,"2,823",,yes,no,no,3100000,Brantingsgatan 19
59.34619132,18.09461359,Gärdet,1.5,34,"2,879",,no,,yes,3200000,Brantingsgatan 22
59.34627528,18.09518365,Gärdet,2,43,"2,246",2,yes,no,yes,4400000,Brantingsgatan 23
59.34627528,18.09518365,Gärdet,3,74,"3,768",2.5,yes,yes,yes,8850000,Brantingsgatan 23
59.34627528,18.09518365,Gärdet,2,37,"2,015",4,yes,no,yes,4000000,Brantingsgatan 23
59.34627528,18.09518365,Gärdet,3,80,,,no,,,8300000,Brantingsgatan 23
59.34605894,18.09483894,Gärdet,2,31,"2,214",3,yes,no,yes,3700000,Brantingsgatan 24
59.34605894,18.09483894,Gärdet,2,48,"2,743",4,yes,,yes,7000000,Brantingsgatan 24
59.34600547,18.09566687,Gärdet,2,37,"2,911",0.5,yes,,,3350000,Brantingsgatan 25
59.34600547,18.09566687,Gärdet,1,27,"2,144",1,yes,no,yes,2975000,Brantingsgatan 25
59.34600547,18.09566687,Gärdet,2,39,"3,162",3,yes,,yes,4300000,Brantingsgatan 25
59.34600547,18.09566687,Gärdet,2,52,"4,151",3,no,yes,yes,5950000,Brantingsgatan 25
59.34600547,18.09566687,Gärdet,1,27,"2,208",4,yes,no,yes,3150000,Brantingsgatan 25
59.34550116,18.09600181,Gärdet,1,25,"1,929",0.5,no,no,no,2750000,Brantingsgatan 32
59.34550116,18.09600181,Gärdet,1,26,"2,068",1,yes,no,yes,2900000,Brantingsgatan 32
59.34550116,18.09600181,Gärdet,2,38,"2,993",1,no,,yes,4200000,Brantingsgatan 32
59.34550116,18.09600181,Gärdet,2,43,"3,301",1,no,no,yes,4850000,Brantingsgatan 32
59.34494337,18.09773708,Gärdet,2,40,"2,427",1,yes,yes,no,3995000,Brantingsgatan 42
59.34494337,18.09773708,Gärdet,2,58,,1,yes,yes,yes,6500000,Brantingsgatan 42
59.34494337,18.09773708,Gärdet,3,58,"3,549",3,yes,yes,yes,7200000,Brantingsgatan 42
59.34494337,18.09773708,Gärdet,1.5,41,"2,559",,no,yes,no,3500000,Brantingsgatan 42
59.34472691,18.09953719,Gärdet,2.5,52,"2,644",4,yes,no,yes,5700000,Brantingsgatan 47
59.34472691,18.09953719,Gärdet,3,82,"4,142",4,yes,,,8600000,Brantingsgatan 47
59.34461625,18.09896218,Gärdet,2,55,"3,490",1,no,yes,yes,6120000,Brantingsgatan 50
59.34449859,18.1005276,Gärdet,1,28,"1,850",1,no,,,3200000,Brantingsgatan 51
59.34449859,18.1005276,Gärdet,2,37,"2,228",1,yes,,,3850000,Brantingsgatan 51
59.34449859,18.1005276,Gärdet,2,52,"3,027",2,yes,no,yes,5860000,Brantingsgatan 51
59.34431664,18.100233,Gärdet,1,25,"1,344",,yes,,,2725000,Brantingsgatan 56
59.33888051,18.03503168,Vasastan,2,60,"2,322",0.5,no,no,no,6700000,Bråvallagatan 10
59.33888051,18.03503168,Vasastan,2,62,"2,352",2,no,no,yes,6995000,Bråvallagatan 10
59.338886,18.035189,Vasastan,2,34,"1,368",1,no,no,yes,4625000,Bråvallagatan 10A
59.338886,18.035189,Vasastan,1,34,"1,368",2,no,,yes,3700000,Bråvallagatan 10A
59.33931706,18.03534484,Vasastan,2,40,"1,459",5,yes,no,no,5000000,Bråvallagatan 14
59.33931706,18.03534484,Vasastan,3,88,"2,636",5,yes,no,yes,11330000,Bråvallagatan 14
59.33850401,18.03433663,Vasastan,2,42,"2,785",2,no,,,5050000,Bråvallagatan 3
59.33850401,18.03433663,Vasastan,2,42,"2,785",2,yes,,yes,6200000,Bråvallagatan 3
59.33850401,18.03433663,Vasastan,2,41,"2,785",3,yes,,yes,5875000,Bråvallagatan 3
59.33850401,18.03433663,Vasastan,2,42,"3,005",5,yes,,yes,5300000,Bråvallagatan 3
59.33850401,18.03433663,Vasastan,2,42,"3,005",5,yes,,yes,6200000,Bråvallagatan 3
59.33864639,18.03445214,Vasastan,1.5,44,"3,012",0,yes,,,4700000,Bråvallagatan 5
59.33864639,18.03445214,Vasastan,2,44,"3,202",1,no,,yes,5200000,Bråvallagatan 5
59.33864639,18.03445214,Vasastan,2,42,"3,202",4,yes,no,no,5200000,Bråvallagatan 5
59.33864639,18.03445214,Vasastan,2,40,"2,791",5,yes,,yes,5450000,Bråvallagatan 5
59.33864639,18.03445214,Vasastan,1.5,40,,,no,,,4250000,Bråvallagatan 5
59.33864639,18.03445214,Vasastan,2,40,,,no,,,5450000,Bråvallagatan 5
59.33878277,18.0345624,Vasastan,1.5,40.3,"2,353",4,yes,no,no,4730000,Bråvallagatan 7
59.33878277,18.0345624,Vasastan,1.5,39,,,no,,,4500000,Bråvallagatan 7
59.33878277,18.0345624,Vasastan,2,42.1,"2,461",,yes,,,4250000,Bråvallagatan 7
59.33872655,18.03489524,Vasastan,1,28,"2,340",1,yes,yes,no,3400000,Bråvallagatan 8
59.33872655,18.03489524,Vasastan,1,26,"2,127",2,yes,yes,yes,3370000,Bråvallagatan 8
59.33872655,18.03489524,Vasastan,1,26,"2,193",3,yes,yes,yes,3420000,Bråvallagatan 8
59.33872655,18.03489524,Vasastan,1,31,,4,no,,,3270000,Bråvallagatan 8
59.33872655,18.03489524,Vasastan,1,25,"2,240",5,yes,,,3400000,Bråvallagatan 8
59.33872655,18.03489524,Vasastan,1,25,"2,239",5,yes,yes,yes,3525000,Bråvallagatan 8
59.33872655,18.03489524,Vasastan,1,25,"2,280",5,yes,,yes,3550000,Bråvallagatan 8
59.33872655,18.03489524,Vasastan,1,26,"2,453",5,yes,,,3325000,Bråvallagatan 8
59.338984,18.0347489,Vasastan,3,79,"3,876",,no,no,no,7950000,Bråvallagatan 9
59.33896231,18.03461781,Vasastan,1,46,"2,750",0.5,yes,,,4000000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,2,46,,1,no,,,4000000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,3,71,"3,659",1,yes,,yes,8450000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,1,31,"2,037",4,yes,no,yes,4300000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,2,42.5,"2,598",4,yes,no,no,5150000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,2,47,"2,799",4,yes,,yes,5800000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,2,41.5,,5,no,,,5525000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,3,70,"3,572",5,yes,,yes,9220000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,1,31,,,no,,,3850000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,2,40,"2,403",,yes,,,4450000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,2,40,"2,403",,yes,no,no,4650000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,1,46,,,no,,,4000000,Bråvallagatan 9A
59.33896231,18.03461781,Vasastan,2,46,,,no,,,6075000,Bråvallagatan 9A
59.33905487,18.0346984,Vasastan,3,67,"3,529",1,yes,,,7500000,Bråvallagatan 9B
59.33905487,18.0346984,Vasastan,1,37,"2,431",5,yes,no,yes,4220000,Bråvallagatan 9B
59.32551969,18.07418709,Gamla Stan,1,29,"2,532",4,no,no,no,3730000,Bredgränd 7
59.33858437,18.09453105,Östermalm,3,91.3,"3,500",1.5,yes,no,no,12900000,Breitenfeldsgatan 1
59.3385198,18.0949143,Östermalm,3,106,"3,987",4,yes,yes,yes,19100000,Breitenfeldsgatan 2
59.33884796,18.09461929,Östermalm,2.5,56,"3,572",2,no,,,7850000,Breitenfeldsgatan 3
59.3389171,18.0946887,Östermalm,2,37,"3,572",0.5,no,no,no,4900000,Breitenfeldsgatan 5
59.33912628,18.0948829,Östermalm,2,63,"4,168",0.5,no,no,,6800000,Breitenfeldsgatan 7
59.33904877,18.09536973,Östermalm,1.5,38,"2,178",2,no,,,4800000,Breitenfeldsgatan 8
59.33904877,18.09536973,Östermalm,2,38,"2,178",2,no,no,no,5195000,Breitenfeldsgatan 8
59.33904877,18.09536973,Östermalm,2,56,"3,242",2,no,no,,7325000,Breitenfeldsgatan 8
59.33685503,18.06984712,Norrmalm,2,23,"1,403",0,yes,no,yes,5000000,Brunnsgatan 4
59.33694471,18.06971586,Norrmalm,2,47,"1,402",2,no,no,yes,5950000,Brunnsgatan 4A
59.32496297,18.07469324,Gamla Stan,2,68,"4,738",0,yes,no,no,6550000,Brunnsgränd 3
59.32496297,18.07469324,Gamla Stan,3,124,"8,639",5,yes,,,15800000,Brunnsgränd 3
59.31843457,18.05622514,Södermalm,1,27,975,4,yes,,,3100000,Bysistorget 4
59.31838028,18.05577428,Södermalm,3,65,"2,775",1,yes,,,6060000,Bysistorget 6
59.31838028,18.05577428,Södermalm,2,45,"1,982",3,yes,,yes,4700000,Bysistorget 6
59.31838028,18.05577428,Södermalm,2,45,"2,018",5,yes,,yes,4675000,Bysistorget 6
59.33885774,18.07599304,Östermalm,2,45,"2,898",1,no,no,yes,8900000,Cardellgatan 3
59.33885774,18.07599304,Östermalm,2,57,"3,195",1,no,yes,,7000000,Cardellgatan 3
59.33872049,18.07595432,Östermalm,1.5,44.5,"3,141",3,yes,yes,no,5320000,Cardellgatan 4
59.33855833,18.07573552,Östermalm,1,28.5,"2,012",2,no,yes,,3950000,Cardellgatan 4A
59.33877565,18.07638679,Östermalm,1,39,"1,825",2,no,yes,,4950000,Cardellgatan 5
59.34349827,18.08560098,Gärdet,3,91,"5,521",2,yes,no,yes,8495000,Carl Akrells gata 4
59.34349827,18.08560098,Gärdet,2,61,"3,579",4,yes,,yes,7000000,Carl Akrells gata 4
59.33394,18.044088,Kungsholmen,3,70.5,"5,603",7,yes,no,yes,7400000,Carl Gustaf Lindstedsgata 10
59.33248386,18.03901647,Kungsholmen,2,38,"1,868",2,no,,yes,4850000,Celsiusgatan 2
59.33280404,18.03887997,Kungsholmen,1,27,"1,471",1,no,no,yes,3600000,Celsiusgatan 3
59.33280404,18.03887997,Kungsholmen,2,67,"3,939",2,no,no,yes,7650000,Celsiusgatan 3
59.33277015,18.03915581,Kungsholmen,2,40,"2,580",1,yes,no,no,4200000,Celsiusgatan 4
59.33277015,18.03915581,Kungsholmen,2,43.5,"2,720",2,yes,no,yes,4350000,Celsiusgatan 4
59.33277015,18.03915581,Kungsholmen,1.5,31.5,"2,022",3,yes,,,3300000,Celsiusgatan 4
59.33277015,18.03915581,Kungsholmen,1,31,"1,976",4,yes,,,3630000,Celsiusgatan 4
59.33277015,18.03915581,Kungsholmen,1,26.5,"1,724",5,yes,,yes,3625000,Celsiusgatan 4
59.33300899,18.03898245,Kungsholmen,2,44,"2,630",1,yes,no,yes,5235000,Celsiusgatan 5
59.33300899,18.03898245,Kungsholmen,3,68,"3,646",1,yes,,yes,6400000,Celsiusgatan 5
59.33300899,18.03898245,Kungsholmen,3,80,"4,366",4,yes,yes,yes,9495000,Celsiusgatan 5
59.33318612,18.0390709,Kungsholmen,1.5,39,"2,715",4,yes,no,yes,4500000,Celsiusgatan 7
59.33318612,18.0390709,Kungsholmen,2,45,"2,615",,yes,no,no,4350000,Celsiusgatan 7
59.33314774,18.03934447,Kungsholmen,2,44,"2,720",2,yes,,yes,4700000,Celsiusgatan 8
59.33314774,18.03934447,Kungsholmen,2,45,"2,682",4,yes,no,yes,4680000,Celsiusgatan 8
59.32860333,18.03257259,Kungsholmen,2,41,"2,268",0.5,yes,no,no,4300000,Chapmansgatan 3
59.32853924,18.0330118,Kungsholmen,1.5,29,"1,360",1.5,yes,no,no,3570000,Chapmansgatan 4
59.32853924,18.0330118,Kungsholmen,1,29,"1,360",1.5,yes,no,no,3580000,Chapmansgatan 4
59.32853924,18.0330118,Kungsholmen,2.5,58.7,"2,563",3,yes,,,6350000,Chapmansgatan 4
59.32878926,18.03268172,Kungsholmen,1,28,"1,378",1,yes,,,3150000,Chapmansgatan 5
59.32878926,18.03268172,Kungsholmen,1,28,"1,515",2,yes,no,no,2975000,Chapmansgatan 5
59.32873163,18.03312531,Kungsholmen,2,52,"2,306",0.5,yes,yes,yes,5850000,Chapmansgatan 6
59.33027488,18.04475645,Kungsholmen,3,88,"3,798",2,yes,,yes,9450000,Coldinutrappan 3
59.33214919,18.0155882,Kristineberg,1,34,"2,656",1,no,no,yes,3175000,Creutzgatan 1
59.33214919,18.0155882,Kristineberg,2,40,"2,998",1,no,no,no,3950000,Creutzgatan 1
59.33214919,18.0155882,Kristineberg,1.5,39,"2,838",3,no,no,no,3450000,Creutzgatan 1
59.33214919,18.0155882,Kristineberg,2,40,,3,no,,,4200000,Creutzgatan 1
59.33260546,18.01469232,Kristineberg,1.5,39,"2,148",1,no,,,3425000,Creutzgatan 11
59.33260546,18.01469232,Kristineberg,1,35,"2,284",2,no,no,no,3100000,Creutzgatan 11
59.33260546,18.01469232,Kristineberg,2,39,"2,592",2,no,no,no,3550000,Creutzgatan 11
59.33273248,18.01443827,Kristineberg,2.5,70,"4,344",2,no,,no,6300000,Creutzgatan 13
59.33273248,18.01443827,Kristineberg,3,71,"4,534",2,no,no,no,6650000,Creutzgatan 13
59.33273248,18.01443827,Kristineberg,2.5,70,"4,344",3,no,no,no,6050000,Creutzgatan 13
59.33243933,18.01535714,Kristineberg,2,45,"2,487",0.5,no,,,3825000,Creutzgatan 2
59.33243933,18.01535714,Kristineberg,1,40.5,"2,287",2,no,,,3420000,Creutzgatan 2
59.33243933,18.01535714,Kristineberg,2,46,"2,818",4,no,no,no,4050000,Creutzgatan 2
59.33227837,18.01533433,Kristineberg,1,37,"2,144",2,no,,,3250000,Creutzgatan 3
59.33227837,18.01533433,Kristineberg,1,37,"2,744",3,no,no,no,3550000,Creutzgatan 3
59.33233032,18.01523254,Kristineberg,1,35,"2,284",3,no,no,no,3300000,Creutzgatan 5
59.33233032,18.01523254,Kristineberg,1,35,,,no,,,3000000,Creutzgatan 5
59.33241482,18.01506659,Kristineberg,1,35,"1,986",1.5,no,,,3250000,Creutzgatan 7
59.33241482,18.01506659,Kristineberg,1,35,"2,284",3,no,no,no,3300000,Creutzgatan 7
59.33282015,18.01461668,Kristineberg,1.5,46.8,"3,131",2,no,no,no,3875000,Creutzgatan 8
59.33282015,18.01461668,Kristineberg,2.5,66,"4,547",2,no,no,no,6300000,Creutzgatan 8
59.34853316,18.03909732,Vasastan,2,34,"3,086",3,yes,no,yes,3980000,Dalagatan 102
59.34853316,18.03909732,Vasastan,3,77,"4,961",3,yes,no,yes,7300000,Dalagatan 102
59.34853316,18.03909732,Vasastan,2,34,"3,086",4,yes,no,yes,3950000,Dalagatan 102
59.34853316,18.03909732,Vasastan,3,77,"4,961",5,yes,no,yes,7650000,Dalagatan 102
59.34853316,18.03909732,Vasastan,3,74,"4,844",7,yes,no,yes,7600000,Dalagatan 102
59.34853316,18.03909732,Vasastan,3,77,"4,961",7,yes,no,yes,7900000,Dalagatan 102
59.34853316,18.03909732,Vasastan,3,68,"4,610",9,yes,no,yes,8500000,Dalagatan 102
59.34892796,18.03869115,Vasastan,2,41,"3,360",1,yes,no,no,3850000,Dalagatan 108
59.34892796,18.03869115,Vasastan,3,67,"4,575",1,yes,,yes,6300000,Dalagatan 108
59.34892796,18.03869115,Vasastan,2,41,"3,360",5,yes,no,yes,4100000,Dalagatan 108
59.34892796,18.03869115,Vasastan,2,41,,7,no,,,4250000,Dalagatan 108
59.34324,18.04389,Vasastan,1,29,"1,237",3,yes,,yes,4100000,Dalagatan 21
59.33924707,18.04823682,Vasastan,3,82,"4,212",1.5,yes,no,yes,11900000,Dalagatan 24
59.33939427,18.04809128,Vasastan,3,65,"3,420",2,yes,no,yes,9075000,Dalagatan 26
59.34407314,18.04294767,Vasastan,3,65,"2,737",7,yes,no,yes,8200000,Dalagatan 29
59.33990761,18.04757679,Vasastan,3,70,"2,529",0.5,yes,no,no,8050000,Dalagatan 30
59.34461443,18.04232543,Vasastan,2,54,"3,109",2.5,yes,no,no,6300000,Dalagatan 35A
59.34461443,18.04232543,Vasastan,2,54,"2,826",3,yes,,,6000000,Dalagatan 35A
59.34461443,18.04232543,Vasastan,2,56,"3,109",3.5,yes,no,no,6400000,Dalagatan 35A
59.34461443,18.04232543,Vasastan,2,54,,4,no,,,6200000,Dalagatan 35A
59.3404675,18.0470875,Vasastan,3,61,"1,200",0,yes,,,7150000,Dalagatan 36
59.34487546,18.04226906,Vasastan,3,92,"4,616",4,yes,yes,yes,11375000,Dalagatan 39
59.34472182,18.04188776,Vasastan,1,28,"1,433",2,yes,no,yes,3550000,Dalagatan 39B
59.34497617,18.04216917,Vasastan,3,82,"4,802",4,yes,no,yes,11300000,Dalagatan 41
59.34497617,18.04216917,Vasastan,3,82,"4,802",5,yes,no,no,10050000,Dalagatan 41
59.34484397,18.04166958,Vasastan,2,45,"2,636",0,no,no,no,5500000,Dalagatan 41A
59.34484397,18.04166958,Vasastan,2,46,"2,677",1,no,yes,yes,6050000,Dalagatan 41A
59.34484397,18.04166958,Vasastan,2,46,"2,677",1,no,yes,yes,6200000,Dalagatan 41A
59.34503448,18.04190765,Vasastan,2,57.5,"3,367",2,yes,no,yes,7500000,Dalagatan 43
59.34503448,18.04190765,Vasastan,3,81,"4,686",2,yes,no,yes,11350000,Dalagatan 43
59.34503448,18.04190765,Vasastan,2,58,"3,396",3,yes,yes,,7500000,Dalagatan 43
59.34503448,18.04190765,Vasastan,3,82,"4,686",3,yes,no,yes,11000000,Dalagatan 43
59.34503448,18.04190765,Vasastan,3,79,"4,627",6,yes,yes,yes,9750000,Dalagatan 43
59.341167,18.04675,Vasastan,2,45,"1,448",2,no,,yes,6110000,Dalagatan 44A
59.3451859,18.04170511,Vasastan,2,51,"2,728",5,yes,no,no,5975000,Dalagatan 45
59.3451859,18.04170511,Vasastan,2,,"3,143",5,yes,yes,no,7350000,Dalagatan 45
59.33640874,18.0510519,Vasastan,3,64,,4,no,,,7100000,Dalagatan 6
59.34337738,18.0441493,Vasastan,2,38,"2,849",4,no,no,yes,5600000,Dalagatan 62
59.34337738,18.0441493,Vasastan,3,62,"4,774",4,yes,no,no,7825000,Dalagatan 62
59.34404421,18.04358256,Vasastan,2,66,"3,759",3,no,,yes,7500000,Dalagatan 68A
59.3441675,18.04346291,Vasastan,1,19,"1,292",0.5,no,no,no,1900000,Dalagatan 68B
59.3441675,18.04346291,Vasastan,2,42,,,no,no,no,5300000,Dalagatan 68B
59.33647893,18.0510598,Vasastan,2,52,"2,710",1,yes,yes,yes,5100000,Dalagatan 6A
59.33647893,18.0510598,Vasastan,1,35,"1,822",3,yes,,yes,3650000,Dalagatan 6A
59.34427163,18.04335737,Vasastan,3,78,"3,994",0.5,no,yes,yes,9250000,Dalagatan 70
59.34427163,18.04335737,Vasastan,3,80,"3,950",4,no,yes,yes,9725000,Dalagatan 70
59.34427163,18.04335737,Vasastan,2,39,"2,451",5,no,no,no,5300000,Dalagatan 70
59.3443916,18.04362939,Vasastan,2,44,"2,661",1,no,,yes,6025000,Dalagatan 70A
59.34452755,18.04349857,Vasastan,2,59,"4,097",2,,no,yes,7670000,Dalagatan 72A
59.34452755,18.04349857,Vasastan,2,59,,,no,no,yes,7425000,Dalagatan 72A
59.344578,18.042953,Vasastan,2,55,"2,901",3,no,,yes,7000000,Dalagatan 74
59.34468241,18.04333875,Vasastan,2,41,"2,187",0,no,yes,,4550000,Dalagatan 74A
59.34468241,18.04333875,Vasastan,2,33,"1,856",2,no,yes,yes,4770000,Dalagatan 74A
59.34457895,18.04295497,Vasastan,2,56,"2,902",,no,yes,,7100000,Dalagatan 74B
59.3450225,18.0426519,Vasastan,3,99,"4,331",2,yes,yes,yes,11425000,Dalagatan 78B
59.34512537,18.04301816,Vasastan,2,48,"2,185",0,no,,,5500000,Dalagatan 78C
59.34512537,18.04301816,Vasastan,2,51,"2,300",1,no,,yes,6100000,Dalagatan 78C
59.33669822,18.05076211,Vasastan,2,51,"2,661",2,yes,yes,yes,5250000,Dalagatan 8
59.33669822,18.05076211,Vasastan,1,29,"1,513",4,yes,,no,3500000,Dalagatan 8
59.33669822,18.05076211,Vasastan,1.5,42,"2,191",4,yes,no,no,4350000,Dalagatan 8
59.34609224,18.04150906,Vasastan,1.5,38,"2,310",3,yes,no,no,4300000,Dalagatan 86A
59.34609224,18.04150906,Vasastan,1.5,38,"2,065",4,yes,no,no,4100000,Dalagatan 86A
59.34614989,18.04173259,Vasastan,1,34,"2,240",0.5,no,,,3500000,Dalagatan 86B
59.34614989,18.04173259,Vasastan,2,54,"3,325",1,yes,,,5500000,Dalagatan 86B
59.34614989,18.04173259,Vasastan,2,54,"3,325",1,yes,,,5500000,Dalagatan 86B
59.34614989,18.04173259,Vasastan,2,36,"2,310",2,yes,no,no,4250000,Dalagatan 86B
59.34614989,18.04173259,Vasastan,2,34,,,no,,,4100000,Dalagatan 86B
59.34622866,18.04196508,Vasastan,2,33,"2,135",2,yes,,,4100000,Dalagatan 86C
59.34622866,18.04196508,Vasastan,1,38,"2,415",3,yes,no,no,3875000,Dalagatan 86C
59.34630908,18.04202849,Vasastan,2,37,"2,379",1,yes,no,no,4200000,Dalagatan 86D
59.34643475,18.04190382,Vasastan,2,38,"2,415",2,yes,,,4450000,Dalagatan 86E
59.34643475,18.04190382,Vasastan,1,38,"2,415",3,yes,no,no,4100000,Dalagatan 86E
